ID	COGID	POS	CONCEPT	DOCULECT	ORIGINAL_CONCEPT	STEDT_SRCID	ORIGINAL_TAXNAME	ORIGINAL_ENTRY	MORPHEMES	NOTE	COGIDS	SOURCE	STEDT_GLOSS	CONCEPTICON_ID	STEDT_REFLEX	IPA	STEDT_CONCEPT	TOKENS	STEDT_RN	ALIGNMENT	STEDT_ANALYSIS	STEDT_ID
5462	732	verb	to fly (move through air)	Rangoon		1318.27					299	TBL		1441	pjɑ̃²²	pjɑ̃²²	fly	p j ɑ̃ ∼ ²²	411258	p j ɑ̃ ∼ ²²	2588	10797
5901	732	verb	to fly (move through air)	Written_Burmese		1318.26					299	TBL		1441	pjɑṁ²	pjɑṁ²	fly	p j a m ²	411257	p j a m ²	2588	11904
1605	1167	verb	to give	Atsi	give v.	1345.3	Atsi [Zaiwa] TBL	pji²¹  | 1345.30	give		321	TBL		1447	pji²¹	pji²¹	give	p j i ²¹	412460	p j i - - ²¹	2158	4863
1606	1167	verb	to give	Bola	give v.	1345.32	Bola (Luxi) TBL	pi³¹  | 1345.32	give		321	TBL		1447	pi³¹	pi³¹	give	p i ³¹	412462	p - i - - ³¹	2158	2170
1608	1167	verb	to give	Lashi	give v.	1345.33	Leqi (Luxi) TBL	pjeːi³³  | 1345.33	give		321	TBL		1447	pjeːi³³	pjeːi³³	give	p j eː i ³³	412463	p j eː i - ³³	2158	4793
1609	1167	verb	to give	Maru	give v.	1345.31	Langsu (Luxi) TBL	pjik⁵⁵  | 1345.31	give		321	TBL		1447	pjik⁵⁵	pjik⁵⁵	give	p j i k ⁵⁵	412461	p j i - k ⁵⁵	2158	13626
5250	1167	verb	to give	Rangoon		1345.27					321	TBL		1447	pe⁵⁵	pe⁵⁵	give	p e ⁵⁵	412457	p - e - - ⁵⁵	2158	8773
5692	1167	verb	to give	Written_Burmese		1345.26			give		321	TBL		1447	pe³	pe³	give	p e ³	412456	p - e - - ³	2158	11856
1806	1177	verb	to hear	Atsi	hear v.	1682.3	Atsi [Zaiwa] TBL	vo⁵⁵ kjo²¹  | 1682.30	have hear		352 351	TBL		1408	vo⁵⁵kjo²¹	vo⁵⁵kjo²¹	hear	v o ⁵⁵ + k j o ²¹	428067	v o ⁵⁵ ◦ k j o - ²¹	10004 1411	4898
1807	1177	verb	to hear	Bola	hear v.	1682.32	Bola (Luxi) TBL	ɣə̆³¹ kja³¹  | 1682.32	hear listen		352 351	TBL		1408	ɣə̆³¹kja³¹	ɣə̆³¹kja³¹	hear	ɣ ə̆ ³¹ + k j a ³¹	428069	ɣ ə̆ ³¹ ◦ k j a - ³¹	10012 1411	8687
1810	1177	verb	to hear	Lashi	hear v.	1682.33	Leqi (Luxi) TBL	jɔː⁵⁵ kjɔː³³  | 1682.33	hear listen		352 351	TBL		1408	jɔː⁵⁵kjɔː³³	jɔː⁵⁵kjɔː³³	hear	j ɔː ⁵⁵ + k j ɔː ³³	428070	j ɔː ⁵⁵ ◦ k j ɔː - ³³	10009 1411	4552
1812	1177	verb	to hear	Maru	hear v.	1682.31	Langsu (Luxi) TBL	ɣɔ⁵⁵ kjɔ³⁵  | 1682.31	hear listen		352 351	TBL		1408	ɣɔ⁵⁵kjɔ³⁵	ɣɔ⁵⁵kjɔ³⁵	hear	ɣ ɔ ⁵⁵ + k j ɔ ³⁵	428068	ɣ ɔ ⁵⁵ ◦ k j ɔ - ³⁵	10007 1411	4478
1815	1177	verb	to hear	Xiandao	hear v.	1682.29	Achang (Xiandao) TBL	kʐɔ³¹  | 1682.29	hear		351	TBL		1408	kʐɔ³¹	kʐɔ³¹	hear	k ʐ ɔ ³¹	428066	k ʐ ɔ - ³¹	1411	12099
5353	1177	verb	to hear	Rangoon		1682.27					351	TBL		1408	tɕɑ⁵⁵	ʨɑ⁵⁵	hear	tɕ ɑ ⁵⁵	428064	tɕ - ɑ - ⁵⁵	1411	3763
5794	1177	verb	to hear	Written_Burmese		1682.26					351	TBL		1408	krɑ³	krɑ³	hear	k r a ³	428063	k r a - ³	1411	11745
5593	1180	verb	to hide (conceal)	Rangoon		1169.27				bad concept	1367	TBL		602	phwɛʔ⁴	pʰwɛʔ⁴	hide (sthg.)	pʰ w ɛ ʔ ⁴	404629	pʰ w ɛ ʔ ⁴	2550	10737
6029	749	verb	to hide (conceal)	Written_Burmese		1169.26				bad concept	1351	TBL		602	hwɑk⁴	hwɑk⁴	hide (sthg.)	w̥ a k ⁴	404628	w̥ a k ⁴	2550	13152
2184	798	verb	to kill	Achang_Longchuan	kill v.	1602.28	Achang (Longchuan) TBL	sat⁵⁵  | 1602.28	kill	bad concept	403	TBL		1417	sat⁵⁵	sat⁵⁵	kill / slaughter (an animal)	s a t ⁵⁵	424240	s a t ⁵⁵	1018	11032
2187	798	verb	to kill	Atsi	kill v.	1602.3	Atsi [Zaiwa] TBL	sat²¹  | 1602.30	kill	bad concept	403	TBL		1417	sat²¹	sat²¹	kill / slaughter (an animal)	s a t ²¹	424242	s a t ²¹	1018	2759
2189	798	verb	to kill	Bola	kill v.	1602.32	Bola (Luxi) TBL	sɛ̱ʔ⁵⁵  | 1602.32	kill	bad concept	403	TBL		1417	sɛ̱ʔ⁵⁵	sɛ̱ʔ⁵⁵	kill / slaughter (an animal)	s ɛ̰ ʔ ⁵⁵	424244	s ɛ̰ ʔ ⁵⁵	1018	8468
2191	798	verb	to kill	Lashi	kill v.	1602.33	Leqi (Luxi) TBL	sa̱ːt⁵⁵  | 1602.33	kill	bad concept	403	TBL		1417	sa̱ːt⁵⁵	sa̱ːt⁵⁵	kill / slaughter (an animal)	s a̰ː t ⁵⁵	424245	s a̰ː t ⁵⁵	1018	11150
2192	798	verb	to kill	Maru	kill v.	1602.31	Langsu (Luxi) TBL	sɛ̱ʔ⁵⁵  | 1602.31		bad concept	403	TBL		1417	sɛ̱ʔ⁵⁵	sɛ̱ʔ⁵⁵	kill / slaughter (an animal)	s ɛ̰ ʔ ⁵⁵	424243	s ɛ̰ ʔ ⁵⁵	1018	13679
2194	798	verb	to kill	Xiandao	kill v.	1602.29	Achang (Xiandao) TBL	sat⁵⁵ phut⁵⁵  | 1602.29	kill	bad concept	403 1096	TBL		1417	sat⁵⁵ phut⁵⁵	sat⁵⁵phut⁵⁵	kill / slaughter (an animal)	s a t ⁵⁵ + pʰ u t ⁵⁵	424241	s a t ⁵⁵ ◦ pʰ u t ⁵⁵	1018 10010	560
2254	806	verb	to laugh	Bola	laugh	1735.32	Bola (Luxi) TBL	ɣəi⁵⁵  | 1735.32	laugh-smile		414	TBL		1355	ɣəi⁵⁵	ɣəi⁵⁵	laugh / smile	ɣ ə i ⁵⁵	430505	ɣ ə i - ⁵⁵	1108	8683
2258	806	verb	to laugh	Lashi	laugh	1735.33	Leqi (Luxi) TBL	jiː³¹  | 1735.33	laugh-smile		414	TBL		1355	jiː³¹	jiː³¹	laugh / smile	j iː ³¹	430506	j iː - - ³¹	1108	4529
2261	806	verb	to laugh	Maru	laugh	1735.31	Langsu (Luxi) TBL	ɣə³¹  | 1735.31	laugh-smile		414	TBL		1355	ɣə³¹	ɣə³¹	laugh / smile	ɣ ə ³¹	430504	ɣ ə - - ³¹	1108	4481
5483	806	verb	to laugh	Rangoon		1735.27					414	TBL		1355	ji²²	ji²²	laugh / smile	j i ²²	430500	j i - - ²²	1108	3953
5921	806	verb	to laugh	Written_Burmese		1735.26			laugh-smile		414	TBL		1355	rɑj²	rɑj²	laugh / smile	r a j ²	430499	r a - j ²	1108	1518
2345	808	verb	to lick	Bola	lick	1674.32	Bola (Luxi) TBL	jaʔ³¹  | 1674.32	lick		424	TBL		319	jaʔ³¹	jaʔ³¹	lick / lap	j a ʔ ³¹	427688	j a ʔ ³¹	629	1889
2349	808	verb	to lick	Lashi	lick	1674.33	Leqi (Luxi) TBL	jɔːʔ³¹  | 1674.33	lick		424	TBL		319	jɔːʔ³¹	jɔːʔ³¹	lick / lap	j ɔː ʔ ³¹	427689	j ɔː ʔ ³¹	629	4549
2352	808	verb	to lick	Maru	lick	1674.31	Langsu (Luxi) TBL	jɔʔ³¹  | 1674.31			424	TBL		319	jɔʔ³¹	jɔʔ³¹	lick / lap	j ɔ ʔ ³¹	427687	j ɔ ʔ ³¹	629	12374
5642	808	verb	to lick	Rangoon		1674.27					424	TBL		319	jɛʔ⁴	jɛʔ⁴	lick / lap	j ɛ ʔ ⁴	427683	j ɛ ʔ ⁴	629	3988
6078	808	verb	to lick	Written_Burmese		1674.26			lick		424	TBL		319	jɑk⁴	jɑk⁴	lick / lap	j a k ⁴	427682	j a k ⁴	629	11558
3058	833	verb	to play	Achang_Longchuan	play v. 1	1703.28	Achang (Longchuan) TBL	tseʔ⁵⁵  | 1703.28	play		557	TBL		1413	tseʔ⁵⁵	tseʔ⁵⁵	play / amuse oneself	ts e ʔ ⁵⁵	429043	ts e ʔ ⁵⁵	2746	2267
3067	833	verb	to play	Xiandao	play v. 1	1703.29	Achang (Xiandao) TBL	tsɛʔ⁵⁵  | 1703.29	play		557	TBL		1413	tsɛʔ⁵⁵	tsɛʔ⁵⁵	play / amuse oneself	ts ɛ ʔ ⁵⁵	429044	ts ɛ ʔ ⁵⁵	2746	775
3101	835	verb	to pull	Atsi	pull / lead (a cow) along v.	1568.3	Atsi [Zaiwa] TBL	ʃe⁵¹  | 1568.30	pull		566	TBL		1455	ʃe⁵¹	ʃe⁵¹	pull / lead (a cow) along	ʃ e ⁵¹	422644	ʃ e ⁵¹	5618	4983
3102	835	verb	to pull	Bola	pull / lead (a cow) along v.	1568.32	Bola (Luxi) TBL	ʃɛ⁵⁵  | 1568.32	pull		566	TBL		1455	ʃɛ⁵⁵	ʃɛ⁵⁵	pull / lead (a cow) along	ʃ ɛ ⁵⁵	422646	ʃ ɛ ⁵⁵	5618	8703
3103	835	verb	to pull	Lashi	pull / lead (a cow) along v.	1568.33	Leqi (Luxi) TBL	ʃɛ̱³³  | 1568.33			566	TBL		1455	ʃɛ̱³³	ʃɛ̱³³	pull / lead (a cow) along	ʃ ɛ̰ ³³	422647	ʃ ɛ̰ ³³	5618	6330
3104	835	verb	to pull	Maru	pull / lead (a cow) along v.	1568.31	Langsu (Luxi) TBL	ʃɛ³¹  | 1568.31			566	TBL		1455	ʃɛ³¹	ʃɛ³¹	pull / lead (a cow) along	ʃ ɛ ³¹	422645	ʃ ɛ ³¹	5618	4496
3556	922	verb	to see	Achang_Longchuan	see v.	1471.28	Achang (Longchuan) TBL	en³¹ mʐaŋ⁵⁵  | 1471.28	see		1153 639	TBL		1409	en³¹mʐaŋ⁵⁵	en³¹mʐaŋ⁵⁵	see	e n ³¹ + m ʐ a ŋ ⁵⁵	418073	e n ³¹ ◦ m ʐ a ŋ ⁵⁵	1410 1227	5400
3559	922	verb	to see	Atsi	see v.	1471.3	Atsi [Zaiwa] TBL	mjaŋ⁵¹  | 1471.30	see		639	TBL		1409	mjaŋ⁵¹	mjaŋ⁵¹	see	m j a ŋ ⁵¹	418075	m j a ŋ ⁵¹	1227	11225
3561	922	verb	to see	Bola	see v.	1471.32	Bola (Luxi) TBL	mjɔ̃⁵⁵  | 1471.32	see		639	TBL		1409	mjɔ̃⁵⁵	mjɔ̃⁵⁵	see	m j ɔ̃ ∼ ⁵⁵	418077	m j ɔ̃ ∼ ⁵⁵	1227	2102
3565	922	verb	to see	Lashi	see v.	1471.33	Leqi (Luxi) TBL	mjaːŋ³¹  | 1471.33	see		639	TBL		1409	mjaːŋ³¹	mjaːŋ³¹	see	m j aː ŋ ³¹	418078	m j aː ŋ ³¹	1227	4700
3567	922	verb	to see	Maru	see v.	1471.31	Langsu (Luxi) TBL	mjɔ̃³¹  | 1471.31	see		639	TBL		1409	mjɔ̃³¹	mjɔ̃³¹	see	m j ɔ̃ ∼ ³¹	418076	m j ɔ̃ ∼ ³¹	1227	13504
3569	922	verb	to see	Xiandao	see v.	1471.29	Achang (Xiandao) TBL	mʐaŋ⁵⁵  | 1471.29	see		639	TBL		1409	mʐaŋ⁵⁵	mʐaŋ⁵⁵	see	m ʐ a ŋ ⁵⁵	418074	m ʐ a ŋ ⁵⁵	1227	12162
5322	922	verb	to see	Rangoon		1471.27					639	TBL		1409	mjĩ²²	mjĩ²²	see	m j ĩ ∼ ²²	418072	m j ĩ ∼ ²²	1227	4309
5763	922	verb	to see	Written_Burmese		1471.26					639	TBL		1409	mrɑŋ²	mrɑŋ²	see	m r a ŋ ²	418071	m r a ŋ ²	1227	11824
3671	929	verb	to shoot (an arrow)	Achang_Longchuan	shoot (an arrow) v.	1611.28	Achang (Longchuan) TBL	pək⁵⁵  | 1611.28	shoot		388	TBL		1172	pək⁵⁵	pək⁵⁵	shoot (an arrow)	p ə k ⁵⁵	424673	p ə k ⁵⁵	5411	11008
3674	929	verb	to shoot (an arrow)	Atsi	shoot (an arrow) v.	1611.3	Atsi [Zaiwa] TBL	pik²¹  | 1611.30	shoot		388	TBL		1172	pik²¹	pik²¹	shoot (an arrow)	p i k ²¹	424675	p i k ²¹	5411	4858
3676	929	verb	to shoot (an arrow)	Bola	shoot (an arrow) v.	1611.32	Bola (Luxi) TBL	pak³¹  | 1611.32	shoot		388	TBL		1172	pak³¹	pak³¹	shoot (an arrow)	p a k ³¹	424677	p a k ³¹	5411	2138
3679	929	verb	to shoot (an arrow)	Lashi	shoot (an arrow) v.	1611.33	Leqi (Luxi) TBL	pəːk³¹  | 1611.33	shoot		388	TBL		1172	pəːk³¹	pəːk³¹	shoot (an arrow)	p əː k ³¹	424678	p əː k ³¹	5411	4820
3680	929	verb	to shoot (an arrow)	Maru	shoot (an arrow) v.	1611.31	Langsu (Luxi) TBL	pak³¹  | 1611.31	shoot		388	TBL		1172	pak³¹	pak³¹	shoot (an arrow)	p a k ³¹	424676	p a k ³¹	5411	13578
3682	929	verb	to shoot (an arrow)	Xiandao	shoot (an arrow) v.	1611.29	Achang (Xiandao) TBL	pɤk⁵⁵  | 1611.29	shoot		388	TBL		1172	pɤk⁵⁵	pɤk⁵⁵	shoot (an arrow)	p ɤ k ⁵⁵	424674	p ɤ k ⁵⁵	5411	536
3802	951	verb	to sleep	Achang_Longchuan	sleep v.	1646.28	Achang (Longchuan) TBL	e³¹  | 1646.28	sleep		1160	TBL		1585	e³¹	e³¹	sleep	e ³¹	426328	- e - ³¹	127	5403
3805	951	verb	to sleep	Atsi	sleep v.	1646.3	Atsi [Zaiwa] TBL	ju̱p⁵⁵  | 1646.30	sleep		1160	TBL		1585	ju̱p⁵⁵	ju̱p⁵⁵	sleep	j ṵ p ⁵⁵	426330	j ṵ p ⁵⁵	127	7292
3807	951	verb	to sleep	Bola	sleep v.	1646.32	Bola (Luxi) TBL	ja̱p⁵⁵  | 1646.32	sleep		1160	TBL		1585	ja̱p⁵⁵	ja̱p⁵⁵	sleep	j a̰ p ⁵⁵	426332	j a̰ p ⁵⁵	127	1891
3811	951	verb	to sleep	Lashi	sleep v.	1646.33	Leqi (Luxi) TBL	ju̱ːp⁵⁵  | 1646.33	sleep		1160	TBL		1585	ju̱ːp⁵⁵	ju̱ːp⁵⁵	sleep	j ṵː p ⁵⁵	426333	j ṵː p ⁵⁵	127	4544
3813	951	verb	to sleep	Maru	sleep v.	1646.31	Langsu (Luxi) TBL	jap³¹  | 1646.31			1160	TBL		1585	jap³¹	jap³¹	sleep	j a p ³¹	426331	j a p ³¹	127	12345
3816	951	verb	to sleep	Xiandao	sleep v.	1646.29	Achang (Xiandao) TBL	it⁵⁵  | 1646.29	sleep		1160	TBL		1585	it⁵⁵	it⁵⁵	sleep	i t ⁵⁵	426329	- i t ⁵⁵	127	11439
5544	951	verb	to sleep	Rangoon		1646.27			sleep		1160	TBL		1585	eʔ⁴	eʔ⁴	sleep	e ʔ ⁴	426327	- e ʔ ⁴	127	3881
5981	951	verb	to sleep	Written_Burmese		1646.26			sleep		1160	TBL		1585	ip⁴	ip⁴	sleep	i p ⁴	426326	- i p ⁴	127	11550
3840	955	verb	to smell (perceive odor) [transitive]	Bola	smell v	1707.32	Bola (Luxi) TBL	nɛ̱̃⁵⁵  | 1707.32	smell-tr		678	TBL		1586	nɛ̱̃⁵⁵	nɛ̱̃⁵⁵	smell	n ɛ̰̃ ∼ ⁵⁵	429234	n ɛ̰̃ ∼ ⁵⁵	1415	2136
3845	955	verb	to smell (perceive odor) [transitive]	Lashi	smell v	1707.33	Leqi (Luxi) TBL	naːm³¹  | 1707.33	smell		678	TBL		1586	naːm³¹	naːm³¹	smell	n aː m ³¹	429235	n aː m ³¹	1415	4743
3848	955	verb	to smell (perceive odor) [transitive]	Maru	smell v	1707.31	Langsu (Luxi) TBL	nɛ̃³¹  | 1707.31			678	TBL		1586	nɛ̃³¹	nɛ̃³¹	smell	n ɛ̃ ∼ ³¹	429233	n ɛ̃ ∼ ³¹	1415	13574
5417	955	verb	to smell (perceive odor) [transitive]	Rangoon		1707.27					678	TBL		1586	nɑ̃⁵⁵	nɑ̃⁵⁵	smell	n ɑ̃ ∼ ⁵⁵	429229	n ɑ̃ ∼ ⁵⁵	1415	8754
5857	955	verb	to smell (perceive odor) [transitive]	Written_Burmese		1707.26					678	TBL		1586	nɑm³	nɑm³	smell	n a m ³	429228	n a m ³	1415	11848
5541	963	verb	to spit	Rangoon		1688.27					702	TBL		1440	thwe⁵⁵	tʰwe⁵⁵	spit	tʰ w e ⁵⁵	428334	tʰ w e ⁵⁵	298	3447
5978	963	verb	to spit	Written_Burmese		1688.26			spit		702	TBL		1440	thwe³	tʰwe³	spit	tʰ w e ³	428333	tʰ w e ³	298	1649
4043	976	verb	to stand	Achang_Longchuan	stand v.	1784.28	Achang (Longchuan) TBL	ʑap⁵⁵  | 1784.28	stand	bad concept	721	TBL		1442	ʑap⁵⁵	ʑap⁵⁵	stand	ʑ a p ⁵⁵	432794	ʑ a p ⁵⁵	145	11377
4044	976	verb	to stand	Atsi	stand v.	1784.3	Atsi [Zaiwa] TBL	jap²¹  | 1784.30	stand	bad concept	721	TBL		1442	jap²¹	jap²¹	stand	j a p ²¹	432796	j a p ²¹	145	7245
4045	976	verb	to stand	Bola	stand v.	1784.32	Bola (Luxi) TBL	jɛʔ⁵⁵  | 1784.32	stand	bad concept	721	TBL		1442	jɛʔ⁵⁵	jɛʔ⁵⁵	stand	j ɛ ʔ ⁵⁵	432798	j ɛ ʔ ⁵⁵	145	1912
4046	976	verb	to stand	Lashi	stand v.	1784.33	Leqi (Luxi) TBL	jaːp³¹  | 1784.33	stand	bad concept	721	TBL		1442	jaːp³¹	jaːp³¹	stand	j aː p ³¹	432799	j aː p ³¹	145	4518
4047	976	verb	to stand	Maru	stand v.	1784.31	Langsu (Luxi) TBL	jɛʔ³¹  | 1784.31		bad concept	721	TBL		1442	jɛʔ³¹	jɛʔ³¹	stand	j ɛ ʔ ³¹	432797	j ɛ ʔ ³¹	145	12380
4048	976	verb	to stand	Xiandao	stand v.	1784.29	Achang (Xiandao) TBL	jap⁵⁵  | 1784.29	stand	bad concept	721	TBL		1442	jap⁵⁵	jap⁵⁵	stand	j a p ⁵⁵	432795	j a p ⁵⁵	145	11449
5332	976	verb	to stand	Rangoon		1784.27				bad concept	721	TBL		1442	jɑʔ⁴	jɑʔ⁴	stand	j ɑ ʔ ⁴	432793	j ɑ ʔ ⁴	145	4004
5773	976	verb	to stand	Written_Burmese		1784.26				bad concept	721	TBL		1442	rɑp⁴	rɑp⁴	stand	r a p ⁴	432792	r a p ⁴	145	1525
4077	978	verb	to steal	Maru	steal v.	1686.31	Langsu (Luxi) TBL	khuk⁵⁵  | 1686.31	steal		723	TBL		713	khuk⁵⁵	khuk⁵⁵	steal	kʰ u k ⁵⁵	428240	kʰ u - k ⁵⁵	2365	12425
5573	978	verb	to steal	Rangoon		1686.27					723	TBL		713	kho⁵⁵	kʰo⁵⁵	steal	kʰ o ⁵⁵	428236	kʰ o - - ⁵⁵	2365	4031
6010	978	verb	to steal	Written_Burmese		1686.26			steal		723	TBL		713	kho³	kʰo³	steal	kʰ o ³	428235	kʰ o - - ³	2365	11669
4456	992	verb	to think (reflect)	Atsi	think v.	1726.3	Atsi [Zaiwa] TBL	mjit²¹  | 1726.30	think		789	TBL		1415	mjit²¹	mjit²¹	think	m j i t ²¹	430116	m j i t ²¹	1383	11228
4460	992	verb	to think (reflect)	Lashi	think v.	1726.33	Leqi (Luxi) TBL	mjiːt³¹  | 1726.33	think		789	TBL		1415	mjiːt³¹	mjiːt³¹	think	m j iː t ³¹	430119	m j iː t ³¹	1383	4709
4461	992	verb	to think (reflect)	Maru	think v.	1726.31	Langsu (Luxi) TBL	mjik³¹  | 1726.31	think		789	TBL		1415	mjik³¹	mjik³¹	think	m j i k ³¹	430117	m j i k ³¹	1383	13487
4780	1034	verb	to vomit	Achang_Longchuan	throw up / vomit v.	1535.28	Achang (Longchuan) TBL	phat⁵⁵  | 1535.28			856	TBL		1278	phat⁵⁵	phat⁵⁵	throw up / vomit	pʰ a t ⁵⁵	421100	pʰ a t ⁵⁵	1145	10954
4783	1034	verb	to vomit	Atsi	throw up / vomit v.	1535.3	Atsi [Zaiwa] TBL	phat⁵⁵  | 1535.30	vomit		856	TBL		1278	phat⁵⁵	phat⁵⁵	throw up / vomit	pʰ a t ⁵⁵	421102	pʰ a t ⁵⁵	1145	4843
4788	1034	verb	to vomit	Lashi	throw up / vomit v.	1535.33	Leqi (Luxi) TBL	phaːt⁵⁵  | 1535.33	vomit		856	TBL		1278	phaːt⁵⁵	phaːt⁵⁵	throw up / vomit	pʰ aː t ⁵⁵	421105	pʰ aː t ⁵⁵	1145	4777
4793	1034	verb	to vomit	Xiandao	throw up / vomit v.	1535.29	Achang (Xiandao) TBL	phat⁵⁵  | 1535.29	vomit		856	TBL		1278	phat⁵⁵	phat⁵⁵	throw up / vomit	pʰ a t ⁵⁵	421101	pʰ a t ⁵⁵	1145	12206
5264	1035	verb	to vomit	Rangoon		1535.27					858	TBL		1278	ɑ̃²²	ɑ̃²²	throw up / vomit	ɑ̃ ∼ ²²	421099	ɑ̃ ∼ ²²	1796	5996
5706	1035	verb	to vomit	Written_Burmese		1535.26					858	TBL		1278	ɑṁ²	ɑṁ²	throw up / vomit	a m ²	421098	a m ²	1796	3277
5108	1046	verb	to wipe	Achang_Longchuan	wipe (the table)	1163.28	Achang (Longchuan) TBL	sut⁵⁵  | 1163.28	wipe		908	TBL		1454	sut⁵⁵	sut⁵⁵	wipe (the table)	s u t ⁵⁵	404347	s u t ⁵⁵	5594	11062
5111	1046	verb	to wipe	Atsi	wipe (the table)	1163.3	Atsi [Zaiwa] TBL	sut⁵⁵  | 1163.30	wipe		908	TBL		1454	sut⁵⁵	sut⁵⁵	wipe (the table)	s u t ⁵⁵	404349	s u t ⁵⁵	5594	2815
5113	1046	verb	to wipe	Bola	wipe (the table)	1163.32	Bola (Luxi) TBL	sɔt⁵⁵  | 1163.32	wipe		908	TBL		1454	sɔt⁵⁵	sɔt⁵⁵	wipe (the table)	s ɔ t ⁵⁵	404351	s ɔ t ⁵⁵	5594	12609
5116	1046	verb	to wipe	Lashi	wipe (the table)	1163.33	Leqi (Luxi) TBL	suːt⁵⁵  | 1163.33	wipe		908	TBL		1454	suːt⁵⁵	suːt⁵⁵	wipe (the table)	s uː t ⁵⁵	404352	s uː t ⁵⁵	5594	12313
5117	1046	verb	to wipe	Maru	wipe (the table)	1163.31	Langsu (Luxi) TBL	sa̱t⁵⁵  | 1163.31			908	TBL		1454	sa̱t⁵⁵	sa̱t⁵⁵	wipe (the table)	s a̰ t ⁵⁵	404350	s a̰ t ⁵⁵	5594	13670
5120	1046	verb	to wipe	Xiandao	wipe (the table)	1163.29	Achang (Xiandao) TBL	sut⁵⁵  | 1163.29	wipe		908	TBL		1454	sut⁵⁵	sut⁵⁵	wipe (the table)	s u t ⁵⁵	404348	s u t ⁵⁵	5594	591
4998	1086	other	white	Achang_Longchuan	white	1006.28	Achang (Longchuan) TBL	phʐo⁵⁵  | 1006.28	white		1211	TBL		1335	phʐo⁵⁵	phʐo⁵⁵	white	pʰ ʐ o ⁵⁵	396857	pʰ ʐ o ⁵⁵	1235	10979
5000	1086	other	white	Atsi	white	1006.3	Atsi [Zaiwa] TBL	phju⁵¹  | 1006.30	white		1211	TBL		1335	phju⁵¹	phju⁵¹	white	pʰ j u ⁵¹	396859	pʰ j u ⁵¹	1235	13299
5001	1086	other	white	Bola	white	1006.32	Bola (Luxi) TBL	phju⁵⁵  | 1006.32	white		1211	TBL		1335	phju⁵⁵	phju⁵⁵	white	pʰ j u ⁵⁵	396861	pʰ j u ⁵⁵	1235	5294
5004	1086	other	white	Lashi	white	1006.33	Leqi (Luxi) TBL	phjuː³³  | 1006.33	white		1211	TBL		1335	phjuː³³	phjuː³³	white	pʰ j uː ³³	396862	pʰ j uː ³³	1235	12287
5005	1086	other	white	Maru	white	1006.31	Langsu (Luxi) TBL	phju³¹  | 1006.31			1211	TBL		1335	phju³¹	phju³¹	white	pʰ j u ³¹	396860	pʰ j u ³¹	1235	13601
5006	1086	other	white	Xiandao	white	1006.29	Achang (Xiandao) TBL	phʐu⁵⁵  | 1006.29	white		1211	TBL		1335	phʐu⁵⁵	phʐu⁵⁵	white	pʰ ʐ u ⁵⁵	396858	pʰ ʐ u ⁵⁵	1235	12962
5534	1086	other	white	Rangoon		1006.27					1211	TBL		1335	phju²²	pʰju²²	white	pʰ j u ²²	396856	pʰ j u ²²	1235	10715
5971	1086	other	white	Written_Burmese		1006.26			white		1211	TBL		1335	phru²	pʰru²	white	pʰ r u ²	396855	pʰ r u ²	1235	13085
5268	1101	other	yellow	Rangoon		1008.27					919	TBL		1424	wa²²	wa²²	yellow	w a ²²	396958	w a ²²	165	5873
5710	1101	other	yellow	Written_Burmese		1008.26					919	TBL		1424	wɑɑ²	wɑɑ²	yellow	w a ²	396957	w a ²	165	3238
6219	198		young	Maru	young	1059.31	Langsu (Luxi)	ŋai³¹	small		677	TBL		1207		ŋai³¹		ŋ a i ³¹	44231	ŋ a i - ³¹	90	13451
